Tweet,Username,Date
"  @NicoleCuratoWe hope the killings end if Marcos wins. We talked to the “56 percent” today at the ground zero of #Duterte’s drug war. Respondents full of hope for a #Marcos presidency. #fieldwork #Halalan2022 #TheFilipinoVotes",NicoleCurato,5/2/2022
"Simultaneous final testing and sealing of vote-counting machines for Marawi City in Amai Pakpak Elementary School.There will be 33 polling places in the city for #Halalan2022",jeffcanoy,5/5/2022
"READ: Comelec names PDP-Laban as this election’s dominant majority party & Nacionalista Party as the dominant minority party, granting their watchers “preference” in access to polling & canvassing centers. #Halalan2022 | via @jauhnetienne",ABSCBNNews,5/5/2022
"JUST IN: President Rodrigo Duterte declares May 9 a special non-working holiday for the local and national elections.#Halalan2022",tinigngplaridel,5/5/2022
"Foreigners remember real history. Don’t say that they have multi-$million contracts so they can’t just pull out of PH. ❌⚠️ Foreign companies have paid & will pay $millions to get out of business deals that are against their company principles.#Halalan2022 #VoteForPHfuture",AnnaGreenGable,5/6/2022
"A lot of diversity on this concert line-up. Who do you wanna see next? #KFiesta #KFiestaLeniKiko #LeniKiko2022 #Halalan2022 #Kpodcasters4LeniKiko @kpopstans4leni@happeehour@kringkim",thekingdompodph,5/5/2022
"BREAKING: Classes in UP are suspended on May 9 to give way for the national elections, the @uposrannounced today.#Halalan2022",tinigngplaridel,5/5/2022
"Uwian na, may WINNER na! Kpop fans are here to say that we REALLY REALLY want change kaya what are we waiting for? #IpanaloNa10ParaSaLahat!! 💖💚#KFiesta #KFiestaLeniKiko #LeniKiko2022 #Halalan2022 #Kpodcasters4LeniKiko @KPOPSTANS4LENI@happeehour@KringKim",stspodph,5/4/2022
"#BBM is probably the most watched, monitored, scrutinized and hounded candidate ever to run for any position on earth..BBM's campaign is not run on stolen funds. It is fueled by reality, & the practical minds who get it when they see it.@bongbongmarcos#Halalan2022 #Philippines",JstToTheQuick,5/4/2022
LOOK: Statement of solidarity of the Caceres clergy for #LeniRobredo and #KikoPangilinan #Halalan2022 #Eleksyon2022 #Elections2022,cbcpnews,5/5/2022
"Proud of these National Team Players! 🇵🇭 They made time for the future of our beloved Philippines! True meaning of #Sambansa! @kattolentino_10@AlyssaValdez2🙌👏#ANGATLETA #AngatletaSaAraneta #angatbuhaylahat #LeniKikoAllTheWay2022 #Halalan2022",dhumzkie8,5/3/2022
"VP Race of 2016: Two visuals showing the regions with the largest votes, and by candidates. The bar chart omitted the votes of the other candidates that are not running now for President.#PHVote2022 #Halalan2022 #VotePH #OurVoteOurFuture #WeDecide #BilangPilipino2022",wilsonchua,5/6/2022
UNIVERSITY: DLSU President Br. Bernard Oca FSC has released a video statement on taking a stand this #Halalan2022 for the future of the Filipino youth and the country's education sector. | via http://fb.watch/cNPw_2SdRD/,TheLaSallian,5/4/2022
"Last year, we started with a question: Where is rhetoric in the #Halalan2022? After 7 episodes of #PersuasionAndThePolls, we conclude tomorrow as we share the answers to this question. See you tomorrow, 4pm live at @UPDsctaFB page. 🇵🇭@otserquina@tinemagpayo@marvinolaes",charleserize,5/5/2022
"PAANO MAG-ULAT NG DAYAAN SA #Halalan2022 ? Altermidya invites you to the online forum, ""Reporting Fraud in the 2022 Elections"" on Saturday, May 7. The forum is open for everyone interested in detecting, verifying, and reporting fraud & irregularities in the upcoming polls. 🔥",altermidya,5/5/2022
"LOOK: Presidential candidate Mayor @IskoMorenoDomagoso arrives at RTR Plaza in Tacloban City for Aksyon Demokratiko grand rally.Domagoso takes pictures with his supporters. #Halalan2022 | via @biancadava",ABSCBNNews,5/5/2022
"Less than a week before #Halalan2022, Aksyon Demokratiko presidential bet @IskoMoreno
returns to Mambaling, Cebu.
The Manila Mayor flew here in 2021 to donate P10,000 to each of the village’s nearly 1,000 families who lost their homes to a fire in November.",_katrinadomingo,5/4/2022
The system is rigged. Parang walang EDSA na nangyari kasi nandito pa rin sila. Senior high school students reflect on the legacies of “fat dynasties” in Tacloban and what first time voters can do to change electoral politics in Romualdez country. #fieldwork #Halalan2022,NicoleCurato,5/3/2022
"  @anjo_bagaoisan
“Franchise killers… huwag iboto!”
Among the calls of the groups gathered for the candle-lighting protest are against the 70 lawmakers who voted to reject ABS-CBN’s franchise in 2020. 58 are running for posts in #Halalan2022.
#ABSCBNShutdown #2mindig",anjo_bagaoisan,5/5/2022
The 4th miting de avance of Quezon City Mayor Joy Belmonte’s Serbisyo sa Bayan Party for District 2 is underway at the IBP Road. Their slate running in the district is dubbed “Team Aksyon Tulfo”. #Halalan2022,anjo_bagaoisan,5/4/2022
"WATCH: Typhoon survivors from Marikina & Rizal call on the next president to stand for #ClimateJusticeNow.#LetTheEarthBreathe #Halalan2022",gpph,5/2/2022
"4 DAYS LEFT BEFORE ELECTION DAY! 📢‼️A green guide to the presidentiables’ stances in urgently addressing the climate crisis.Call for #ClimateAction through your vote!#MarchForClimateLeadership#NoToMarcosDuterte2022 #Halalan2022 ✏️ Anjela and Yanna 🎨 Anjela and Yanna",yacap_ncr,5/6/2022
"Tams, the 2022 Local and National Election is fast approaching!Geared with Fortitude, Excellence, and Uprightness, let us always take a stand. Always know and exercise your right. Your vote matters!#Halalan2022",FEUAdvocate,5/4/2022
Just voted. Remember to vote with your conscience. Your ballot is sacred. Nobody's gonna know who you voted for unless you tell them. #halalan2022,prinzmagtulis,5/3/2022
"  @nujp This elections, never forget those who voted against the renewal of ABS-CBN franchise. Some of them -- Jericho Nograles, Enrico Pineda, Yedda Romualdez, Allan Ty--are running for representatives of party list groups.#PressFreedomMatters #IbalikAngABSCBN #Halalan2022",nujp,5/5/2022
"With two partylists seeking to represent the youth in #Halalan2022, TNP reviews the track record of their candidates to help you decide who is better fit to be your voice in the House of Representatives.READ: https://tinigngplaridel.net/2022/youthrep2022/",tinigngplaridel,5/5/2022
"  @JervisManahan
Agusan del Sur is pink.
Local officials raised the hand of VP @lenirobredo
in tonight's Liyag rally. Organizers estimate the crowd at 70,000. #Halalan2022
@ABSCBNNews",JervisManahan,5/5/2022
Save and send this checklist to your family and friends. Make sure you don't miss these #Halalan2022 red flags. #preenph #VotePH,preenph,5/5/2022
BREAKING: May 9 has been officially declared as a special non-working holiday to give way for the National and Local Elections. #Halalan2022 | via @inquirerdotnet,TheLaSallian,5/5/2022
"  @biancadavaLOOK: Members of the deaf community are among those who attended Aksyon Demokratiko’s grand rally in Tacloban City on Thursday night. #Halalan2022 @ABSCBNNews",biancadava,5/5/2022
"  @nujpThis elections, never forget those who voted against the renewal of ABS-CBN franchise. One them, Christian Unabia, is running for 6th district of Misamis Oriental.#PressFreedomMatters #IbalikAngABSCBN #LabanKapamilya #Halalan2022",nujp,5/5/2022
"Today, we launch this reporting mechanism for election violations. We encourage everyone to share this and report any election-related violations on May 9.https://idefend.ph/election-violence#Halalan2022 #Eleksyon2022",iDEFENDhr,5/4/2022
"  @josiahvantonio
Ka Leody concludes his miting de avance clenching their left fists with senatorial bets David D’Angelo and Roy Cabonegro. #Halalan2022 | @ABSCBNNews",josiahvantonio,5/4/2022
"Volunteers from NAMFREL-KABALIKAT Bulacan observed the Final Testing and Sealing (FTS) of vote counting machines on May 5 in Calumpit, Bulacan.Sign up as a NAMFREL volunteer: https://namfrel.org.ph#NAMFREL #BantayNgBayan #2022NLE #Halalan2022 #Eleksyon2022",Namfrel,5/5/2022
"LOOK: The Leni-Kiko tandem leads the top searched presidential and vice-presidential bets in the past weeks as of May 2, 2022, according to Google Trends. #BilangPilipino2022",PhilippineStar,5/2/2022
"Thousands of supporters take part in the Batangas grand rally of Leni-Kiko tandem on Saturday night. The crowd estimate as of 8:55 PM was 280,000, according to local PNP and organizers. (Photos from Team Kiko) #BilangPilipino2022",PhilippineStar,5/1/2022
"‘ANG SUWERTE KO. ANG SISIPAG NG MGA ANAK KO.’During the final stretch of the campaign, presidential aspirant Vice President Leni Robredo and daughters Aika and Tricia shared a sweet exchange of appreciation messages on Monday. #BilangPilipino2022",PhilippineStar,5/2/2022
Thousands participate in the UniTeam grand rally in Isabela on Sunday. (Photos courtesy of Uniteam BBM-Sara) #BilangPilipino2022,PhilippineStar,5/2/2022
"‘KASAMA KAYO SA PAGTATAG NG ISANG GOBYERNONG TAPAT SA MAY 9’ Presidential hopeful VP Leni Robredo on Tuesday unveiled her economic recovery plan called the “Angat Buhay Pilipino program,” where she listed all the necessary policies to revive the PH economy. #BilangPilipino2022",PhilippineStar,5/3/2022
"Six days before the May 2022 elections, some presidents and education leaders from various universities and colleges in the country have officially endorsed the Leni-Kiko tandem.#BilangPilipino2022",PhilippineStar,5/3/2022
"‘IT DOES NOT END ON MAY 2022’With few days left before the national and local elections, actor Dingdong Dantes reminded Filipinos to be responsible in choosing their candidates, adding that their duty as a voter does not end on May 9, 2022.#BilangPilipino2022",PhilippineStar,5/3/2022
LOOK: Latest OCTA Research pre-election survey (Apr.22-25) on presidential race showing frontrunner Bongbong Marcos with 58% preferential rating or 33 points ahead of closest rival VP Leni Robredo’s 25% #BilangPilipino2022 | @edupunay,PhilippineStar,5/5/2022
"JUST IN: The influential Iglesia Ni Cristo, known for bloc voting of its members during elections, officially endorses the respective candidacies of Bongbong Marcos, Sara Duterte for president, vice president #BilangPilipino2022. | @edupunay",PhilippineStar,5/3/2022
"Members of the Board Exam Topnotchers for Leni, with 477 signatories, officially endorsed presidential bet VP Leni Robredo and running mate Senator Kiko Pangilinan on Thursday, four days before the May 2022 polls. #BilangPilipino2022 (Facebook/Board Exam Topnotchers for Leni)",PhilippineStar,5/5/2022
"LOOK: Latest Pulse Asia survey released about a week before the polls shows Bongbong Marcos and Sara Duterte keeping their strong lead in presidential, VP races with respective preferential ratings of 56% and 55% #BilangPilipino2022 | @edupunay",PhilippineStar,5/2/2022
"National Artists Ben Cabrera, Kidlat Tahimik and Virgilio Almario reaffirm their endorsement for the Leni-Kiko Tandem during the grand rally on Monday in Baguio City. (Photos by Michael Varcas/The Philippine STAR) #BilangPilipino2022",PhilippineStar,5/3/2022
"Presidential bet Ferdinand “Bongbong” Marcos Jr. and running mate Davao City Mayor Sara Duterte-Carpio maintained their lead in the latest pre-election Tugon ng Masa survey conducted by the Octa Research Group last April 22 to 25, 2022. #BilangPilipino2022",PhilippineStar,5/5/2022
"Presidential hopeful Ka Leody De Guzman delivered a message to workers during a presser at the Hot Off the Press in Maginhawa St., Quezon City on Labor Day. (Facebook/Ka Leody De Guzman) #BilangPilipino2022",PhilippineStar,5/1/2022
The Lacson-Sotto tandem participates in a motorcade in different areas in Metro Manila on Sunday. (Facebook/Ping Lacson) #BilangPilipino2022,PhilippineStar,5/2/2022
READ: Statement of Bongbong Marcos' camp on the endorsement of MNLF led by chairman Nur Misuari #BilangPilipino2022 | @edupunay,PhilippineStar,5/4/2022
Presidential hopeful Manny Pacquiao on Sunday thanked his supporters who took part in his campaign sorties in Leyte. (Facebook/Manny Pacquiao) #BilangPilipino2022,PhilippineStar,5/2/2022
"Thousands of supporters attend the UniTeam grand rally in Ilagan, Isabela on Sunday. (Photos by KJ Rosales/The Philippine STAR) #BilangPilipino2022",PhilippineStar,5/1/2022
"Supporters in Calbayog City, Western Samar welcomed presidential aspirant Ping Lacson on Saturday. (Facebook/Ping Lacson) #BilangPilipino2022",PhilippineStar,5/1/2022
"Presidential aspirant Maila Mayor Isko Moreno, his running mate Doc Willie Ong, and their senatorial slate received a warm welcome from their supporters during a campaign sortie in Sogod, Southern Leyte on Thursday. #BilangPilipino2022 (Photos by Edd Gumban/The Philippine STAR)",PhilippineStar,5/5/2022
"With only a week left until the national and local elections, have you already made up your mind on what kind of future you want for the next six years? Don’t forget to list down your chosen leaders for a smoother voting experience. #BilangPilipino2022",PhilippineStar,5/2/2022
Supporters welcomed the Moreno-Ong tandem in Cavite on Sunday. (Facebook/Isko Moreno Domagoso) #BilangPilipino2022,PhilippineStar,5/2/2022
"LOOK: Presidential frontrunner Bongbong Marcos, VP frontrunner Sara Duterte meet with local officials in Guimbal town in Iloilo before joining miting de avance #BilangPilipino2022 | @edupunay",PhilippineStar,5/3/2022
Presidential hopeful Manny Pacquiao talks before his supporters in Cagayan De Oro on Saturday. (Facebook/Manny Pacquiao) #BilangPilipino2022,PhilippineStar,5/1/2022
LOOK: Latest OCTA Research pre-election survey (Apr.22-25) on presidential race showing frontrunner Bongbong Marcos with 58% preferential rating or 33 points ahead of closest rival VP Leni Robredo’s 25% #BilangPilipino2022 @PhilippineStar,edupunay,5/5/2022
"NOW: Crowd here at the BBM-Sara UniTeam miting de avance in Guimbal, Iloilo #BilangPilipino2022 @philippinestar",edupunay,5/3/2022
LOOK: Iloilo Rep. Janette Garin says Bongbong Marcos expected to win by a close margin over VP Leni Robredo in their province known to be opposition bailiwick #BilangPilipino2022 @PhilippineStar,edupunay,5/3/2022
READ: Presidential frontrunner Bongbong Marcos calls on his supporters to exercise restraint when dealing with supporters of rival candidates #BilangPilipino2022 @PhilippineStar,edupunay,5/1/2022
"  @edupunayLOOK: Aerial shots of the BBM-Sara UniTeam miting de avance here in Guimbal, Iloilo #BilangPilipino2022 @philippinestar",edupunay,5/3/2022
"LOOK: Crowd at the BBM-Sara UniTeam miting de avance earlier here in Tagum City, Davao del Norte #BilangPilipino2022 @PhilippineStar📸 BBM media bureau",edupunay,5/5/2022
"BBM-Sara UniTeam to hold Miting de Avance in Luzon, Visayas and Mindanao this week, confirms Bongbong Marcos spox Atty. Vic Rodriguez #BilangPilipino2022 @PhilippineStar",edupunay,5/1/2022
"Getting ready for election day.#BilangPilipino2022 @News5PH",gretchenho,5/5/2022
"The top influencers for idea/campaign distributions for the 2 weeks ended May 3, 2022. Notice Sonny Trillanes, Thinking Pinoy &Senyora enter into this list: #PHVote2022 #Halalan2022 #VotePH #OurVoteOurFuture #WeDecide #BilangPilipino2022#FactsFirstPH #PilipinasDebates2022",wilsonchua,5/4/2022
"Presidential candidates' social engagement scores as of May 4, 2022 #PHVote2022 #Halalan2022 #halalan2022 #VotePH #OurVoteOurFuture #WeDecide #BilangPilipino2022#FactsFirstPH #PilipinasDebates2022 https://facebook.com/ADDSSentiment/posts/165359069260991",wilsonchua,5/5/2022
"VP Race of 2016: Two visuals showing the regions with the largest votes, and by candidates. The bar chart omitted the votes of the other candidates that are not running now for President.#PHVote2022 #Halalan2022 #VotePH #OurVoteOurFuture #WeDecide #BilangPilipino2022",wilsonchua,5/6/2022
"ADDS Updates May 2, 2022 Senatorial Candidates' Social Metrics: https://facebook.com/ADDSSentiment/posts/164652732664958#PHVote2022 #Halalan2022 #VotePH #OurVoteOurFuture #WeDecide #BilangPilipino2022#FactsFirstPH #PilipinasDebates2022",wilsonchua,5/2/2022
"ADDS Updates May 2, 2022 Partylist Social Metrics: https://facebook.com/ADDSSentiment/posts/164652582664973#PHVote2022 #Halalan2022 #VotePH #OurVoteOurFuture #WeDecide #BilangPilipino2022#FactsFirstPH #PilipinasDebates2022",wilsonchua,5/2/2022
"ADDS Updates May 2, 2022 Vice Presidential Candidates' Social Metrics: https://facebook.com/ADDSSentiment/posts/164653105998254#PHVote2022 #Halalan2022 #VotePH #OurVoteOurFuture #WeDecide #BilangPilipino2022#FactsFirstPH #PilipinasDebates2022",wilsonchua,5/2/2022
"What are the top positive media channels in the Philippines presidential election 2022? #PHVote2022 #Halalan2022 #halalan2022 #VotePH #OurVoteOurFuture #WeDecide #BilangPilipino2022#FactsFirstPH #PilipinasDebates2022 https://wilson-chua.medium.com/positive-media-channels-by-candidates-b9fb55387fea",wilsonchua,5/3/2022
"ADDS Updates May 2, 2022 Presidential Candidates' Social Metrics: https://facebook.com/ADDSSentiment/posts/164653369331561#PHVote2022 #Halalan2022 #VotePH #OurVoteOurFuture #WeDecide #BilangPilipino2022#FactsFirstPH #PilipinasDebates2022",wilsonchua,5/2/2022
"VP candidates' social media engagement scores #PHVote2022 #Halalan2022 #halalan2022 #VotePH #OurVoteOurFuture #WeDecide #BilangPilipino2022#FactsFirstPH #PilipinasDebates2022https://facebook.com/ADDSSentiment/posts/165358892594342",wilsonchua,5/5/2022
"LOOK | Aika Robredo met with the priests and nuns from the Archdiocese of Lingayen who expressed their support for the candidacy of Vice President Leni Robredo. She then proceeded to conduct a house-to-house campaign in Pangasinan. #BilangPilipino2022📷 Leni People's Campaign",onenewsph,5/5/2022
"""We are a reliable firm. We are a responsible firm.""Pulse Asia research director Ana Tabunda stands firm with their methodology, saying their last surveys before the actual elections were always ""very close"" to the actual Filipino votes. #BilangPilipino2022",onenewsph,5/5/2022
"Political satirist and actor Rodolfo ""Bayaw"" Sabayton Jr. joins volunteers in their house-to-house campaign for the Leni-Kiko tandem in Baseco, Manila. #BilangPilipino2022📷 Team Leni Robredo",onenewsph,5/4/2022
"Supporters of the Leni Robredo-Kiko Pangilinan tandem filled the streets of the Bonifacio Global City in Taguig after conducting their commuter-centric campaign on Wednesday. #BilangPilipino2022(via News5/@ryanangnews5)📷 Team Leni Robredo",onenewsph,5/4/2022
"""Wala po kaming pakialam sa kulay ng dami na isusuot niyo.""COMELEC Commissioner George Garcia says voters can wear any shirt color in the May 9 elections as long as it does not contain the name and face of any candidate. #BilangPilipino2022WATCH: https://youtu.be/E-OzuPS3OZ8",onenewsph,5/4/2022
"Some Iglesia Ni Cristo (INC) members are reportedly choosing to defy their leaders' endorsement of the Bongbong Marcos-Sara Duterte tandem. News5 talks to some of them who requested to hide their identity for their safety. #BilangPilipino2022https://youtube.com/watch?v=sUXINA49-Bc",onenewsph,5/5/2022
"Tonight on #TheChiefs, Political scientist and columnist Richard Heydarian and Aksyon Demokratiko chairman Ernest Ramel talk about the political landscape in the final week of campaigning for the 2022 elections. #BilangPilipino2022",onenewsph,5/4/2022
"LOOK | Jillian Robredo, the youngest daughter of Vice President Leni Robredo, together with actor Jake Ejercito conduct a house-to-house campaign and market run in Rizal. #BilangPilipino2022📷 Leni People's Campaign",onenewsph,5/5/2022
JUST IN | Pres. Rodrigo Duterte declares May 9 a special non-working holiday to allow people to vote. #BilangPilipino2022 (via News5/Maricel Halili),onenewsph,5/5/2022
"Presidential candidate Sen. Manny Pacquiao focuses on the theme ""rebolusyon ng mahihirap"" in his campaign speeches during the last stretch of the campaign. #BilangPilipino2022 (via News5/Mon Gualvez)📹 Team Pacquiao",onenewsph,5/5/2022
"The Makati Central Estate Association says it will implement partial road closures and traffic re-routing on Friday, May 6, until, Sunday, May 8, in line with the miting de advance of the Leni-Kiko tandem on Saturday, May 7, along Ayala Ave. #BilangPilipino2022 📷 MACEA",onenewsph,5/5/2022
NGCP spokesperson Atty. Cynthia Alabanza tells One PH's #OneBalitaPilipinas they have already reached out to different power suppliers to assure that power plants will not shut down at the same time when people cast their votes on May 9. #BilangPilipino2022,onenewsph,5/5/2022
"For political analyst Prof. Edmund Tayao, the endorsement of the Iglesia ni Cristo is not a significant factor in determining the victory of a presidential candidate. #BilangPilipino2022WATCH: https://youtu.be/XlvecGUofw0",onenewsph,5/4/2022
"  @onenewsphHowever, he tells #TheChiefs that bloc-voting from the religious group could still help, but ""only in the last stretch because it will only add on to your numbers that you already have."" #BilangPilipino2022",onenewsph,5/4/2022
Presidential candidate Leody de Guzman says he is unfazed by his low survey ratings. The labor leader got 0.2% in the April 2022 OCTA survey where Marcos maintained his lead at 58%. #BilangPilipino2022 (via News5/JC Cosico),onenewsph,5/5/2022
"Supporters troop to the Tagum City Hall grounds in Davao del Norte for the miting de avance of Ferdinand Marcos Jr. and Davao Mayor Sara Duterte, along with their UniTeam senatorial slate. #BilangPilipino2022📸 BBM Media Team",onenewsph,5/5/2022
"Presidential candidate Sen. Ping Lacson says during a townhall meeting in Cagayan de Oro that if he does not win in the May 9 elections, he will ""happily leave"" the government. #BilangPilipino2022 (via News5/Maeanne Los Baños)",onenewsph,5/5/2022
"""Make your vote count, Sinta.""The Polytechnic University of the Philippines announces the cancellation of classes in all branches and campuses from May 7-9 to give way for the national and local elections. #BilangPilipino2022 📸 FB/PUP Official",onenewsph,5/5/2022
"""The upcoming elections offer a real choice: two outstanding candidates are on the ballot. They have programs designed to cure the ills of the current society and to offer a path for a far better future,’” Noam Chomsky said of the De Guzman-Bello tandem. #BilangPilipino2022",onenewsph,5/4/2022
"Presidential candidate Sen. Ping Lacson expresses gratitude to his supporters in Bais, Negros Negros Oriental after he conducted a town hall meeting in their locality, five days left before the May 9 elections. #BilangPilipino2022📷 FB/Ping Lacson",onenewsph,5/4/2022
"“Lubhang kailangan ang mas konkretong pakikilahok ng Simbahan sapagkat ito ay labanan sa panig ng totoo at ng huwad,” Msgr. Melchor David says of their endorsement of the Leni Robredo-Kiko Pangilinan tandem. #BilangPilipino2022 (via @PhilstarNews/@XaveGregorio)",onenewsph,5/4/2022
"Partido Lakas ng Masa of the Leody De Guzman-Walden Bello tandem presents their ""final"" slate for the May 9 elections. Five of their guest candidates are also part of the senatorial line up of the Leni Robredo-Kiko Pangilinan tandem. #BilangPilipino2022 (via News5/@JCCosico)",onenewsph,5/4/2022
"#TheChiefs | Ernest Ramel says Manila Mayor Isko Moreno is ready to file a writ of mandamus to enforce the ruling on the current P203-B estate tax liability of the Marcoses. He adds Moreno will file the case before the elections. #BilangPilipino2022https://youtu.be/FANhgcWFl_c",onenewsph,5/5/2022
#TheChiefs | Political analyst Richard Heydarian believes that the opposition should formulate a post-election game plan to prevent a hegemonic coalition that could emerge from a Ferdinand Marcos Jr. presidency. #BilangPilipino2022,onenewsph,5/5/2022
"COMELEC has designated Partido Demokratiko Pilipino - Lakas ng Bayan (PDP-Laban) as the dominant majority party for the 2022 elections, but has yet to announce which faction is considered legitimate. #BilangPilipino2022 (via News5/@GVGregorio_TV5)",onenewsph,5/5/2022
"Presidential bet Ka Leody De Guzman tells News5 that his campaign sorties for the May 9 elections have given him a huge platform to engage with a large number of people regarding his platforms, particularly for the working class. #BilangPilipino2022 (via News5/@JCCosico)",onenewsph,5/4/2022
"  @onenewsphand @JCCosicoA video of detained Senator Leila de Lima is being played at the De Guzman-Bello’s miting de avance. De Lima, who is running for re-election, is one of their guest candidates. #BilangPilipino2022 (via News5/@JCCosico)",onenewsph,5/4/2022
"COMELEC has received 40,000 ballots as of May 4 from polling places where the local absentee voting was conducted. The poll body awaits the transmission of other ballots including from the Philippine Navy. #BilangPilipino2022 (via News5/@GVGregorio_TV5)",onenewsph,5/5/2022
"The camp of presidential bet Sen. Manny Pacquiao confirms sending a text message confirmation to individuals who answered their forms on free housing, livelihood program, and free education. #BilangPilipino2022 (via News5/@mongualvez)",onenewsph,5/4/2022
"Presidential candidate Manila Mayor Isko Moreno visits Cebu to woo more voters, five days left before the May 9 elections. The province of Cebu has the highest number of voters, with over three million individuals registered. #BilangPilipino2022 (via News5/@romeltv5)",onenewsph,5/4/2022
"WATCH | Aksyon Demokratiko presidential bet Isko Moreno holds his ""Isinggit mo, Isko"" grand concert rally in Cebu with just a few days left before the May 9 elections. Performers continue to entertain the crowd despite the rain. #BilangPilipino2022https://facebook.com/iskomorenodomagoso/videos/509920367265652",onenewsph,5/4/2022
A dictator's son and a top opposition leader are among the leading candidates vying for the Philippines' next presidency. Bloomberg's Dreo Calonzo reports the five things you need to know about the May 9 elections. #BilangPilipino2022,onenewsph,5/5/2022
"#TheChiefs | PPCRV chairperson Myla Villanueva stresses their volunteers are strictly non-partisan, assuring the public that their acts of labor is free of bias. #BilangPilipino2022https://youtu.be/4dsb5wooT2o",onenewsph,5/6/2022
Iglesia ni Cristo (INC) members who opposed the initial endorsement for the UniTeam slate went on the microblogging platform Twitter and made '#KakampINC' trend. #BilangPilipino2022 https://youtube.com/watch?v=U0S5iPrNQaY,onenewsph,5/5/2022
"#BusinessWorldLive | Myla Villanueva of Parish Pastoral Council for Responsible Voting says they are expecting a 80% voter turnout for the ""very polarized, emotional"" May 9 elections. #BilangPilipino2022https://youtube.com/watch?v=V7iQiyAE1yg",onenewsph,5/5/2022
"OCTA Research tells One PH's #SaTotooLang that 20% of their survey respondents can be considered ""soft voters,"" which means they are still likely to change their mind come Election Day. #BilangPilipino2022",onenewsph,5/5/2022
"#BusinessWorldLive | Issues in manual counting of ballots during elections are far worse than in automated system, according to Myla Villanueva of Parish Pastoral Council for Responsible Voting. #BilangPilipino2022https://youtube.com/watch?v=JtziIEbcUBg",onenewsph,5/5/2022
"The Leody De Guzman-Walden Bello tandem of Partido Lakas ng Masa holds their miting de avance at the Quezon City Memorial Circle covered court. #BilangPilipino2022(via News5/@JCCosico)DETAILS: https://bit.ly/3OU3hP3",onenewsph,5/4/2022
Lorenzo Laviste publicly calls out his mother and senatorial bet Loren Legarda over her decision to run under the BBM-Sara UniTeam. #BilangPilipino2022,onenewsph,5/4/2022
"#TheBigStory | Vice Pres. Leni Robredo holds a grand rally dubbed ""Liyag Para Kay Leni"" in Agusan del Sur in the final stretch of the campaign. #BilangPilipino2022",onenewsph,5/5/2022
"Pulse Asia Research Director Ana Tabunda denies that they are undersampling the 18-41 age group in their survey, after statistician Dr. Romulo Virola questioned the proportion of respondents in the April survey. #BilangPilipino2022",onenewsph,5/4/2022
#TheChiefs | Political scientist and columnist Richard Heydarian cites several studies that suggest more educated voters and people from the socio-economic classes A and B prefer authoritarian leadership. #BilangPilipino2022,onenewsph,5/5/2022
"#TheBigStory | Vice Pres. Leni Robredo returns to Mindanao for her campaign, starting with Lanao del Norte where town mayors endorsed her presidential bid. She will also visit Dipolog, Oroquieta, Ozamis, and Agusan del Sur. #BilangPilipino2022",onenewsph,5/4/2022
Pinuna ni presidential candidate Manila Mayor Isko Moreno ang mga tagasuporta ni Vice Pres. Leni Robredo kaugnay sa paggamit sa mga litrato niya noon bilang sexy star. #BilangPilipino2022,News5PH,5/4/2022
Pinaaalalahanan ni vice presidential candidate Sen. Kiko Pangilinan ang mga botante na huwag sayangin ang oportunidad na bumoto ng mga lider na may kakayahang pamunuan ang bansa. #BilangPilipino2022,News5PH,5/5/2022
"""HISTORY IS A HARSH JUDGE.""Hinamon ni vice presidential candidate Sen. Kiko Pangilinan ang University of the Philippines (UP) Diliman na manindigan at pangalanan ang tinutukoy nilang karapat-dapat na mamuno sa bansa. #BilangPilipino2022",News5PH,5/5/2022
"Ilang araw bago mag-eleksyon, naglabas ng mensahe sina presidential candidate vice Pres. Leni Robredo at Bongbong Marcos. #BilangPilipino2022",News5PH,5/5/2022
"""SI LEILA, IBOBOTO NATIN""Ito ang panawagan ni vice presidential candidate Prof. Walden Bello matapos ang kaliwa't kanang pagbawi ng mga akusasyon laban kay detained Sen. Leila de Lima. #BilangPilipino2022",News5PH,5/5/2022
Ikinatuwa ni Anne Curtis na kahit saan daw siya magpunta ay may nakakasalamuha siyang Kakampink at tagasuporta ni presidential candidate Vice Pres. Leni Robredo. #BilangPilipino2022,News5PH,5/5/2022
"Dismayado at tutol ang ilang miyembro ng Iglesia ni Cristo sa pag-endorso ng kanilang simbahan kina Bongbong Marcos at Sara Duterte. Giit nila, wala raw paliwanag kung paano napili ng simbahan ang dalawang kandidato. | via @faithdelmundo#FrontlineSaUmaga #BilangPilipino2022",News5PH,5/5/2022
"Habang naghihintay na magsimula ang Set 2 sa Ateneo vs De La Salle match, nag-cheer ang mga manonood ng “Leni!” bilang pagsuporta kay presidential candidate VP Leni Robredo.Ngayong araw ang pagbubukas ng UAAP S84 Women’s Volleyball. #BilangPilipino2022 | via Martie Bautista",News5PH,5/5/2022
"""SELF-FULFILLING ANG MAGSILBI SA KABABAYAN""Sinabi ni presidential candidate Sen. Ping Lacson na sakaling hindi siya palaring manalo sa darating na eleksyon, masaya aniya siyang aalis sa gobyerno at sa serbisyo publiko. #BilangPilipino2022 | via Maeanne Los Baños",News5PH,5/5/2022
