Tweet,Date,Period
Awit ang haba ng linya 🥲 hashtagEleksyon2022,5/9/2022,DUR
Para sa bayan Philippines 🌸 hashtagEleksyon2022,5/9/2022,DUR
hashtagEleksyon2022 hashtagparasapilipinas We must think wisely who to vote it is 6 years of our future and our country we are talking about Philippines Philippines,5/9/2022,DUR
pag nanalo si leni magpapakantot ako sa kapitbahay ko hashtagEleksyon2022,5/9/2022,DUR
KINAKABAHAN AKO pero ang mahalaga nilaban natin to Philippines hashtagHalalan2022 hashtagEleksyon2022 hashtagIpana70Na10ParaSaLahat,5/9/2022,DUR
Replying to Hindi rin ako tulad ng iba na pagkatapos ng Eleksyon ay magsasabing Sabi ko sayo mananalo ang ibinoto ko o kayay Sabi ko sayo matatalo yang ibinoto mo na para bang anlaking pagkakamali kung hindi manalo ang ibinoto mo hashtagEleksyon2022,5/9/2022,DUR
good morning everyone ipanalo na natin to hashtagEleksyon2022,5/9/2022,DUR
Enough of campaigning microphone Go out and cast your vote ✍️ Let the majoritys voice be heard 👥 Vox populivox Dei 🙏 God bless Philippines Philippines hashtagEleksyon2022 hashtagHalalan2022,5/9/2022,DUR
Good morning ☺️ Mga maaga nagising because ipapana7o na na10 to Tama Have a nice and gentle day everyone 🌸 Please VOTE WISELY PHILIPPINES GOD BLESS OUR COUNTRY Philippines hashtagPHVote hashtagEleksyon2022 hashtagWeDecide,5/9/2022,DUR
its hashtagEleksyon2022 day now is the time to exercise our rights so cast your vote wisely 😊 hashtagHalalan2022,5/9/2022,DUR
Pumunta nang maaga pero mahaba na ang pilamatagal magiintay sa initanKaya siguraduhin na tama ang iboboto mohandang ibalik ang sakripisyo na ginawa mo at may sobra pa VOTE WISELY 6 years w a wrong leader is no joke Ipana10 mo ang sarili mo hashtagEleksyon2022,5/9/2022,DUR
Good morning Pilipinas May the best for the Philippines prevail 💞 hashtagEleksyon2022 hashtagIpanloNa10To,5/9/2022,DUR
Bumoto para sa bayan at para sa kinabukasan hashtagEleksyon2022,5/9/2022,DUR
Para sa Inang Bayan Vote wisely Philippines 💖 hashtagEleksyon2022,5/9/2022,DUR
samahan natin ng dasal para sa Pilipinas hashtagEleksyon2022,5/9/2022,DUR
Gising na baguhin naten ang Pilipinas hashtagEleksyon2022,5/9/2022,DUR
Mag play kaya ako ng Rosas while naka pila Chz HAHAHA hashtagIpana7oNa10ParaSaLahat hashtagHalalan2022 hashtagEleksyon2022,5/9/2022,DUR
Vote wisely to all of filipinos hashtagEleksyon2022,5/9/2022,DUR
Sira yung machine sa precinct ng friend ko at yung mga poll watcher na lang daw ang magpapasok 🤬 🤬 hashtagEleksyon2022,5/9/2022,DUR
hindi ko alam saan ako kinakabahan sa election ba or kaka kape ko to hashtagEleksyon2022,5/9/2022,DUR
Lets go hashtagBBMSaraUNITEAM hashtagEleksyon2022 Tine to cast in your votes guys Lets win this one for hashtagBBMSARA2022,5/9/2022,DUR
Vote wisely Vote for our country and the people hashtagHalalan2022 hashtagEleksyon2022,5/9/2022,DUR
mass voting na galingan niyo pls 😭 😭 hashtagEleksyon2022,5/9/2022,DUR
Lets go lets go ☝️ ❤️ hashtagEleksyon2022,5/9/2022,DUR
Pink President to Mayor ugh I love my Family 💕 hashtagEleksyon2022 hashtagIpana7oNa10ParaSaLahat,5/9/2022,DUR
Jusq kararating ko lang ng venue naiiyak na agad ako HAHAHAHAHAHA hashtagEleksyon2022,5/9/2022,DUR
For good governance hashtagEleksyon2022,5/9/2022,DUR
Hoy andami problema sa Machines nyo all over the country Pucha strategy ba to hashtagEleksyon2022 hashtagHalalan2022,5/9/2022,DUR
Good morning Philippines Philippines Please please please vote wisely and vote for our future tulip hashtagEleksyon2022,5/9/2022,DUR
Early bird eme hashtagEleksyon2022,5/9/2022,DUR
may the best leader win hashtagEleksyon2022,5/9/2022,DUR
Replying to Hindi ako manghihinayang sa boto ko kung hindi man siya manalo dahil naniniwala akong walang sayang na boto kung kaya mo itong panindigan Iboboto ko ang kandidatong pumasa sa sarili kong pamantayan hashtagEleksyon2022,5/9/2022,DUR
hashtagKontraDaya hashtagEleksyon2022 Quote,5/9/2022,DUR
LUMABAN TAYO MANANALO TAYO hashtagEleksyon2022,5/9/2022,DUR
Dapat dagdagan na mga upuan sa loob ng presinto Ang hahaba na ng pila base sa reports Ganun din naman dikit dikit din tao sa labas hashtagHalalan2022 hashtagEleksyon2022,5/9/2022,DUR
Election Anxiety 😭 hashtagEleksyon2022 hashtagPHVote,5/9/2022,DUR
Damo naman ni may gahulat na manucurista sa sagwa voting center 😂 🤣 :nail_polish_mediumlight_skin_tone: hashtagEleksyon2022,5/9/2022,DUR
good morning may concern lang po naubusan kasi ng papel yung machine and naipasok na yung balota hindi nakapag print ng receipt and sabi okay na raw yun counted po ba yung boto or need umulit hashtagVotePH hashtagEleksyon2022,5/9/2022,DUR
A CLEAN AND PEACEFUL ELECTION PLEASE 🙏 hashtagHalalan2022 hashtagEleksyon2022,5/9/2022,DUR
Nakakagulat 😂 hashtagEleksyon2022,5/9/2022,DUR
Iba yung maaga bumboto parang mga taong gwaponggwapo at gandangganda sa sarili madali mag move on 🤣 😎 Yung mahabang kuko parte ng ritwal ko yan pag botohan 🤣 hashtagHalalan2022 hashtagEleksyon2022,5/9/2022,DUR
TANGINA BILISAN NYO NAMAN MAGSIBOTO MAHABA ANG PILA SA LABAS hahahahahahaha hashtagEleksyon2022,5/9/2022,DUR
Today is Election Day here in the Philippines I wonder if you guys have some good advice for me on this years election I needed something to motivate me hashtagEleksyon2022,5/9/2022,DUR
Replying to done voting hashtagEleksyon2022,5/9/2022,DUR
Isa sa pinakamalaking voting center sa Guimbal Iloilo untiunti nang dinaragsa ng mga botante health protocols mahigpit na ipinatutupad via Sevein Hope Gegantoca Super Radyo Iloilo hashtagEleksyon2022,5/9/2022,DUR
Napalo na na10 💗 hashtagEleksyon2022,5/9/2022,DUR
VOTE WISELY hashtagEleksyon2022,5/9/2022,DUR
Vote Wisely to all my Filo moots and to all of the Filipinos hashtagEleksyon2022,5/9/2022,DUR
Today is the Dday make sure niyo yung shade na iboboto niyo Walang tulugan hashtagEleksyon2022 hashtagEleksyon2022PH,5/9/2022,DUR
Lord please ibigay niyo na ito sa amin Ayoko pong mag abroad 😭 hashtagEleksyon2022,5/9/2022,DUR
You can male your own kodigo on this link This is mine hashtagHalalan2022 hashtagEleksyon2022,5/9/2022,DUR
hashtagLetLeniKikoLead 💪 💖 🌸 hashtagEleksyon2022,5/9/2022,DUR
good morning please VOTE and vote wisely hashtagHalalan2022 hashtagEleksyon2022,5/9/2022,DUR
Sino ang iboboto ko Ang iboboto ko ay ang kandidatong sa tingin ko ay may magagawa para sa ating bayan Hindi ako magpapadala sa iba dahil sila ang sinasabing mananalo o matatalo Iboboto ko ang kandidatong may napatunayan na hashtagEleksyon2022,5/9/2022,DUR
Replying to Now I will be making my vote for myself for the people around me and the hundred million Filipinos Hoping that there will be no more Sandies May God bless us all hashtagHalalan2022 hashtagEleksyon2022,5/9/2022,DUR
Tanong lang po pwede naman po na anak ang mag shade ng balota ng magulang niya diba Kung hindi kaya ng parents na mag vote As long as kasama mo naman siya hashtagEleksyon2022,5/9/2022,DUR
Tani may system nga gina separate ang senior citizens and pwd Kaluluoy gid sila ya pramis Gina prioritize man sila tuod pero ang voring area kisa budlay sudlan especially sa mga naka wheelchair hashtagEleksyon2022 hashtagHalalan2022,5/9/2022,DUR
Good Morning ☺️ Lets make a wise and good choice not just for today but for the next 6 years of our lives and the country we live in Praying for clean and peaceful Election Day hashtagEleksyon2022 hashtagLeniKikoAllTheWay2022,5/9/2022,DUR
manifesting better governance :crossed_fingers_mediumlight_skin_tone: hashtagEleksyon2022,5/9/2022,DUR
Vote wisely PILIPINAS hashtagPHVote hashtagEleksyon2022,5/9/2022,DUR
Done voting 🙏🏻 🌸 tulip hashtagEleksyon2022 hashtagHalalan2022,5/9/2022,DUR
IGOROT VOTE Siblings Nicole Cawed 33 and Igor 31 cast their votes in their traditional attire at the SPED Center in Baguio City today 09 May 2022 More dn hashtag2022NLE hashtagEleksyon2022 hashtagVoteSAFEPilipinas,5/9/2022,DUR
Iba talaga sa pakiramdam kapag nandoon ka na Lalaban tayo Pilipinas 💗 tulip hashtagEleksyon2022,5/9/2022,DUR
hashtagipana7ona10toparasalahat hashtagEleksyon2022,5/9/2022,DUR
👊 ✌️ ❤️ 💚 hashtagEleksyon2022,5/9/2022,DUR
Good luck God bless Philippines Philippines Vote wisely hashtagEleksyon2022 hashtagHalalan2022,5/9/2022,DUR
May the God bless our country Philippines hashtagEleksyon2022,5/9/2022,DUR
Good morning What a fine day to decide our countrys future for the next 6 years Go out and vote hashtagEleksyon2022 hashtagEleksyon2022PH hashtagPiliPinas2022 hashtagTheVote2022,5/9/2022,DUR
Every time I vote my heart beats so fast and like now Im teary eyed again I think I will cry Is this normal Or is it just me Philippines hashtagEleksyon2022,5/9/2022,DUR
1 hr 30 mins Partida 6am pami nigikan Find your precincts at Comelecs Precinct Finder for faster voting hashtagEleksyon2022 hashtagHalalan2022,5/9/2022,DUR
God Bless Philippines Philippines hashtagPiliPinas2022 hashtagEleksyon2022 hashtagPhilippineElections2022,5/9/2022,DUR
Wow Sinisita dito sa amin ang mga may dalang sample ballot at binibigyan silang papel para ilista ung gusto nilang iboto hashtagEleksyon2022,5/9/2022,DUR
praying for safety peace protection and calm during election season 💜 hashtagEleksyon2022,5/9/2022,DUR
KANINA PA MAY ABERYA SA VCM DI PAREN NAAAYOS hashtagEleksyon2022,5/9/2022,DUR
protect your votes please and protect yourselves too 😭 daming rumors ng dayaan na kumakalat kaya plsplspls for the registered voters here stay alert and attentive 🥹 🥹 🥹 hashtagEleksyon2022,5/9/2022,DUR
Replying to hashtagEleksyon2022 to my filo moots who are voting today please stay safe,5/9/2022,DUR
wahhhh family headed to the precinct in a bit 🥹 havent felt this scared in a while but im hoping for the best hashtagEleksyon2022,5/9/2022,DUR
lord ibigay nyo na samin to 🙏🏻 💕 hashtagEleksyon2022,5/9/2022,DUR
Bagong Kabanata 💜 hashtagEleksyon2022,5/9/2022,DUR
always praying for a safe clean and just hashtagEleksyon2022,5/9/2022,DUR
Ang tatagal naman bumoto ng mga towwwh Nageexam ba kayo dyaaaarn hashtagEleksyon2022,5/9/2022,DUR
Ngayon ko na naramdaman ung kaba bwesit HAHAHAHA hashtagIpana7oNaNa10ToParaSaLahat hashtagEleksyon2022 hashtagHalalan2022 VOTE WISELY,5/9/2022,DUR
Buong pamilya for LK 💗 hashtagEleksyon2022,5/9/2022,DUR
Replying to I trust our teachers naman Pero parang mali May waiver daw na papapirmahan na papayagang iba ang magfeed ng ballot Then 5pm pa daw iaakyat yung mga ballot Then after 7pm pa ifieed sa VCM Ang prone sa pag alter hashtagEleksyon2022,5/9/2022,DUR
kinakabahan for todays video hashtagEleksyon2022,5/9/2022,DUR
Praying and declaring for a clean and honest election 🙏 🌸 hashtagEleksyon2022,5/9/2022,DUR
FAIR ELECTIONS PO PLEASE LORD SANA PO MANALO SI MAAM LENI ROBREDO AT SI SIR KIKO PANGILINAN 😭 I prayed instantly when i woke up 😭 🙏 hashtagEleksyon2022 hashtagPHVote,5/9/2022,DUR
Vote wisely Pilipinas May the good Lord bless and guide our minds Isipin nyu 6 yrs tayong pagsisilbihan ng mga pulitikong iluloklok natin sa gobyerno Isipin nyu ang bayan natin Philippines hashtagHalalan2022 hashtagEleksyon2022,5/9/2022,DUR
Yay kasama sa boto ni mother si Chel 🥹 hashtagEleksyon2022,5/9/2022,DUR
Power outages have been reported here in Abra Philippines hashtagEleksyon2022,5/9/2022,DUR
Ano beh isang oras nang nasa loob yung mga bumoboto Gulo ng pila mga beh ja hashtagEleksyon2022,5/9/2022,DUR
Please Lord 🙏 🙏 Guide their hearts na bumoto para sa kulay rosas na bukas Grabe na yung anxiety at iyak ko nitong mga nagdaang araw 😭 😭 We need a good and honest government 🌸 VP manalo ka please 😭 hashtagEleksyon2022 hashtagLeniKiko2022 hashtagLeniRobredoForPresident,5/9/2022,DUR
Yes umusad na ang pila mga 3 steps Hahahahuhuhu hashtagParaSaBayan hashtagEleksyon2022,5/9/2022,DUR
Grabe na pila Ang init pa Hindi kami gumagalaw Dun pa kami sa green bldg 😩 hashtagEleksyon2022,5/9/2022,DUR
Today is the day Filo Moodz lets exercise our right to suffrage Remember to vote wisely 🙏 hashtagHalalan2022 hashtagEleksyon2022,5/9/2022,DUR
THE FUCKING AUDACITY OF THIS GORL TO PLAY A CAMPAIGN MATERIAL habang nasa precinct Nakikita talaga na kaugali mga idolo hashtagEleksyon2022,5/9/2022,DUR
This is it Pilipinas Philippines hashtagHalalan2022 hashtagEleksyon2022,5/9/2022,DUR
Done Philippines hashtagEleksyon2022 hashtagElection2022PH,5/9/2022,DUR
Voted for my future hashtagEleksyon2022,5/9/2022,DUR
God bless you Madame VP soon to be the president of tje Philippines hashtagEleksyon2022,5/9/2022,DUR
God bless the Philippines 🙏 🙏 🙏 hashtagEleksyon2022,5/9/2022,DUR
please vote wisely ✊🏻 hashtagEleksyon2022,5/9/2022,DUR
so disheartening to see voters still choosing to elect celebrities family dynasties and proven corrupt officials for senator over licensed doctors lawyers environmentalists etc hashtagEleksyon2022,5/9/2022,DUR
LOOK Photos of presidential candidate and Senator Panfilo Lacson lining up and shading his ballot for hashtagEleksyon2022 Photos from LacsonSotto Media Bureau,5/9/2022,DUR
Replying to After one hour natapos din hashtagEleksyon2022,5/9/2022,DUR
Mamaya na kami buboto may shopee pa akong hinihintay Ingat sa mauunang bumotohashtagEleksyon2022,5/9/2022,DUR
todays the day tulip 💗 hashtagEleksyon2022,5/9/2022,DUR
Grabe anxiety kooooooo Kaya natin to kakampinks hashtagIbotoNa10Pilipinas hashtagKulayRosaAngBukas hashtagEleksyon2022,5/9/2022,DUR
DONE VOTING Vote Wisely hashtagIpana7oNa10ParaSaLahat hashtagLeniForPresident2022 hashtagEleksyon2022,5/9/2022,DUR
FINALLY NILAGLAG NG MGA TITA KO SA LISTAHAN SI MARK AT PINALIT SI PRAYER WORKS 😭 💗 hashtagChelDioknoSaSenado hashtagCHELdren hashtagEleksyon2022,5/9/2022,DUR
1 HOUR 30 MINUTES NA AKONG NASA PILA Excited na ako ishade yung number 10 sa president eh Ang tagal hashtagEleksyon2022,5/9/2022,DUR
panahon na para iangat ang nasa laylayan Nakaka proud tingnan ang Robredo at Pangilinan sa resibo sparkles hashtagEleksyon2022,5/9/2022,DUR
Wag kalimutang idouble check ang resibo okay hashtagEleksyon2022,5/9/2022,DUR
this is my precinct locator hashtagEleksyon2022,5/9/2022,DUR
good morning botar pilipinas hashtagEleksyon2022,5/9/2022,DUR
mga hindi natulog dahil sa kaba kaya hinintay na lang mag6 am para makaboto agad at ngayong nakatapos na sa pagboto finally makakatulog na for Leni at Kiko 💗 hashtagEleksyon2022 hashtagHalalan2022 hashtagLeniKiko2022 hashtagKulayRosasAngBukas hashtagIpana7oNa10ParaSaLahat,5/9/2022,DUR
done voting vote wisely people 🙏 hashtagEleksyon2022,5/9/2022,DUR
Elo stranger DONT FORGET TO GO OUT AND VOTE TODAY hashtagEleksyon2022,5/9/2022,DUR
Replying to Matapos bumoto sinabi ni Senador Ping Lacson na dalawa lang ang maari niyang puntahan pagkatapos ng bilangan Malacaang o tahanan hashtagEleksyon2022,5/9/2022,DUR
🙏 🙏 🙏 hashtagEleksyon2022 hashtagVotePH,5/9/2022,DUR
hello po goodmorning vote wisely po please hashtagEleksyon2022,5/9/2022,DUR
Done voting ribbon hashtagEleksyon2022,5/9/2022,DUR
guys please vote wisely hashtagEleksyon2022,5/9/2022,DUR
No but like this will be true LET LENI LEAD EVERYONE LET LENI LEAD hashtagEleksyon2022,5/9/2022,DUR
Ang boto natin ay para sa bayan hindi para sa kahit na sinong kandidato hashtagEleksyon2022,5/9/2022,DUR
Para sayo to Pinas And now we wait 🙏 💗 hashtagIpana7oNa10ParaSaLahat hashtagHalalan2022 hashtagEleksyon2022,5/9/2022,DUR
Vote WISEly Not respect my vote hashtagEleksyon2022,5/9/2022,DUR
Make sure to check your resibo kung tama ang nabilang na boto before leaving the precint hashtagHalalan2022 hashtagEleksyon2022,5/9/2022,DUR
for the sake of our country vote wisely hashtagEleksyon2022 hashtagHalalan2022,5/9/2022,DUR
just casted my vote Proud ako na isa ako sa bumoto sa buong TROPANG ANGAT Ang sarap sa pakiramdam 🫰🏻 hashtagWeDecide hashtagEleksyon2022,5/9/2022,DUR
So im battling fake news dito sa pilahin na bawal nakashorts at tsinelas sinasaway ko mga boomer na sige pakalat fake news hashtagEleksyon2022,5/9/2022,DUR
Totoo yung sa circle hahahah hashtagEleksyon2022,5/9/2022,DUR
Naa nako sa holding area pero wala lagi nigunit sa ako hashtagEleksyon2022,5/9/2022,DUR
Replying to The next part of the line 😱 hashtagPHVote hashtagEleksyon2022,5/9/2022,DUR
VOTE according to your CONSCIENCE hashtagEleksyon2022,5/9/2022,DUR
good morning to all kakampinks go out and prove the surveys wrong today 💓 hashtagEleksyon2022,5/9/2022,DUR
Just finished voting 😊 Legit yung kaba di binasa nung una yung ballot ko 😅 Pero thankfully after the second try ok na DONT FORGET TO CHECK YOUR VOTING RECEIPT 💜 hashtagEleksyon2022,5/9/2022,DUR
Please vote wisely 🙏🏻 hashtagEleksyon2022,5/9/2022,DUR
Today is the day 🗳️ ☑️ hashtagEleksyon2022,5/9/2022,DUR
stay safe ppl who will vote today hashtagEleksyon2022,5/9/2022,DUR
Ah bawal pala nakashorts kapag bumoto hashtagEleksyon2022,5/9/2022,DUR
This is the day hashtagEleksyon2022 Vote for next generations Vote for Our Lupang Hinirang Philippines hashtagLabanPilipinas,5/9/2022,DUR
Do you know of other hashtagEleksyon2022 links,5/9/2022,DUR
Today is the day Exercise your rights Vote wisely Vote LeniKiko 😘 😘 hashtagEleksyon2022 hashtagLeniKiko2022 hashtagLeniRobredoForPresident,5/9/2022,DUR
Replying to On standby parin kami Hindi pa raw naaayos ang machine hashtagEleksyon2022,5/9/2022,DUR
We may have different political bets still my RESPECT goes to all of you Whoever wins may our votes be VALUED hashtagEleksyon2022,5/9/2022,DUR
hashtagEleksyon2022 hashtagIlocos,5/9/2022,DUR
Alam kong mainit ang panahon hassle pumila at magintay pero please exercise your right to vote Good governance starts at one single vote hashtagEleksyon2022,5/9/2022,DUR
Haba ng pila 😪 😪 😪 hashtagEleksyon2022,5/9/2022,DUR
Please Lord tulip 💗 hashtagEleksyon2022 hashtagPHVote,5/9/2022,DUR
pati sa banyo napapadasal ako 😭 😭 😭 hashtagEleksyon2022 hashtagLeniRobredoForPresident hashtagKikoPangilinanForVicePresident hashtagIpana10NatinParaSaLahat,5/9/2022,DUR
This is it Pilipinas Lord kayo na po ang bahala 🙏 Philippines hashtagEleksyon2022,5/9/2022,DUR
Ipanalo natin to hashtagParaSaBayan hashtagEleksyon2022,5/9/2022,DUR
Casted my Vote 💖 hashtagEleksyon2022 hashtagHalalan2022 hashtagIpana7oNa10ParaSaLahat,5/9/2022,DUR
anxious but hopeful 🌸 hashtagEleksyon2022,5/9/2022,DUR
Done voting Ps Eto na ata yung pinaka mabilis na election ko hahaha hashtagEleksyon2022,5/9/2022,DUR
The Filipino people has this power to vote every 6 years Huwag sana haluan ng dungis ang bawat botong sagrado hashtagEleksyon2022,5/9/2022,DUR
I agree kaps Lets pray and surrender the election results to God 🙏 Thy will be done ✅ hashtagEleksyon2022,5/9/2022,DUR
election na vote wisely po pls tanggalin natin yung mindset na sya nalang iboboto ko kasi di naman na mananalo si every vote counts po so plz hashtagEleksyon2022,5/9/2022,DUR
Teka anong ichura ng pinaghulugan nyo ng ballot receipt Dun sa classroom kung saan ako bumoto blue rectangle box na may logo ng COMELEC hashtagEleksyon2022,5/9/2022,DUR
Grabe habang na boto ako sobra yung kaba ko Pero nung na shade ko na yung pangalan nila kumalma na ako Lord ibigay mo na po sa amin ito hashtagEleksyon2022 hashtagLeniKikoAllTheWay2022 hashtagIpana10NatinParaSaLahat,5/9/2022,DUR
Bumoto ng tama para sa mga bata hashtagEleksyon2022,5/9/2022,DUR
730 na di pa din gumagana ang machine Papalitan daw Sana hindi ito paraan ng pandaraya Hay hashtagEleksyon2022 hashtagHalalan2022,5/9/2022,DUR
jusmeeee ambagalllllll hashtagEleksyon2022 hashtagHalalan2022,5/9/2022,DUR
This is it Election Day :folded_hands_mediumlight_skin_tone: Ingat po sa mga boboto Observe social distancing pa rin Vote wisely And whatever the results may be I pray na matanggap yun ng lahat God bless Philippines :folded_hands_mediumlight_skin_tone: :folded_hands_mediumlight_skin_tone: ♥️ 💙 💛 hashtagEleksyon2022 hashtagElection2022PH,5/9/2022,DUR
We pray for a peaceful and honest election hashtagEleksyon2022,5/9/2022,DUR
Lets go Philippines hashtagEleksyon2022,5/9/2022,DUR
i havent prayed for a long time but here i am again asking God to let us have a peaceful AND honest election i just wanna experience a good governance 🥲 hashtagEleksyon2022,5/9/2022,DUR
Replying to Parang ang dami nga ngayon sa news na iba ang magpapasok sa VCM ng ballot Very prone sa dayaan hashtagEleksyon2022,5/9/2022,DUR
remember hashtagEleksyon2022,5/9/2022,DUR
609 am done hashtagEleksyon2022,5/9/2022,DUR
voted for the future of my son hashtagEleksyon2022,5/9/2022,DUR
Done 🌸 seedling tulip hashtagEleksyon2022,5/9/2022,DUR
this is it hashtagEleksyon2022,5/9/2022,DUR
Mga early bird and nag jollibee after for Leni 😂 🌸 hashtagEleksyon2022,5/9/2022,DUR
GOOD LUCK TO MY VOTER MOOTS FOR TODEIS BEDYOW VOTE WISELY WITH DIGNITY 3 hashtagEleksyon2022,5/9/2022,DUR
ang haba ng pila sa makati hashtagEleksyon2022,5/9/2022,DUR
Talk less Smile more Dont let them know what youre against or what youre for hashtagEleksyon2022 hashtagElection2022PH,5/9/2022,DUR
Pumila ng 10mins before 6am natapos ng 720am hashtagEleksyon2022,5/9/2022,DUR
DONE VOTING 🌸 hashtagEleksyon2022,5/9/2022,DUR
Please Lord dont let the Philippines fall into devastation again hashtagEleksyon2022 hashtagPhilippineElections2022,5/9/2022,DUR
Praying for the best for our country 🙏 🙏 Philippines hashtagEleksyon2022,5/9/2022,DUR
Vote BBM SARA BAGONG PILIPINAS hashtagEleksyon2022,5/9/2022,DUR
please vote wisely hashtagEleksyon2022 hashtagHalalan2022,5/9/2022,DUR
Yessir God bless 😇 hashtagEleksyon2022,5/9/2022,DUR
Replying to Kinakabahan ako sksks hashtagEleksyon2022,5/9/2022,DUR
hashtagEleksyon2022 🙏 🙏,5/9/2022,DUR
Praying for an honest and peaceful hashtagEleksyon2022 Mga magupay nga magmarangno unta an magdaog Philippines,5/9/2022,DUR
Gagi nakakatamad pumasok gusto ko nalang magbantay ngayong election Anxious yarn hashtagEleksyon2022,5/9/2022,DUR
I would say the whole voting process plus the time looking for my precint is less than 1 hour Not bad for being a hashtagFirstTimeVoter hashtagEleksyon2022,5/9/2022,DUR
Lord kayo na po bahala 🫣 hashtagEleksyon2022,5/9/2022,DUR
done voting hashtagBBMSARA hashtagEleksyon2022,5/9/2022,DUR
Vote wisely Do it for our Country :backhand_index_pointing_up_mediumlight_skin_tone: :hand_with_index_finger_and_thumb_crossed_mediumlight_skin_tone: hashtagEleksyon2022,5/9/2022,DUR
Because these things will change hashtagEleksyon2022 i1552791966ls,5/9/2022,DUR
To all my Filo moots this is it importante ang boto ng bawat isa so please VOTE WISELY PLEASE STAY SAFE hashtagHalalan2022 hashtagEleksyon2022,5/9/2022,DUR
Ramdam ko ang frustration ni sa report niya a while ago Natugunan nga ng ang problema ng nga senior citizens and PWD Kaso very prone nga naman sa dayaan yung you will allow someone to feed your ballot sa VCM hashtagEleksyon2022 Nice report Ms Mariz,5/9/2022,DUR
Todays color is 💜 Ilabas ang daliri hashtag2022NLE hashtagEleksyon2022 hashtagPiliPinas2022,5/9/2022,DUR
Deactivated na ako sa precinct finder paano yan Ngayon lang ako nakapagcheck hashtagEleksyon2022,5/9/2022,DUR
Online info on government websites going down Archive them here hashtagMartialLaw hashtagHalalan2022,5/16/2022,POST
NEWS REPORT Tonight at exactly 1119 PM Vice President Leni Robredo is now asleep in her bed via hashtagHalalan2022,5/16/2022,POST
JUST IN Former COMELEC Chairman Andy Bautista confirms alleged missing Bimby painting back in Imeldas home Could it be the original painting hashtagHalalan2022,5/16/2022,POST
Lahat ng COC sa hashtagHalalan2022 maliban sa isa nabilang na ng Comelec,5/16/2022,POST
BREAKING NEWS COMELEC will proclaim the winning senatorial candidates on Wednesday as well as the partylist with guaranteed seats on Thursday 4PM via hashtagTheFilipinoVotes hashtagEleksyon2022 hashtagHalalan2022,5/16/2022,POST
My Partial Unofficial Tally TwitterFb Unfollowed 79 Unfriend 210 Blocked 556 New Followers 56 New Friend Requests 3080 😆 😆 😆 hashtagHalalan2022 hashtagEleksyon2022,5/16/2022,POST
Ito na nga tapos na ang hashtagHalalan2022 pero yung DrugTest ni Leni wala parin natalo nalang,5/16/2022,POST
Namfrel tumulong sa PPCRV sa validation ng election returns hashtagHalalan2022,5/16/2022,POST
NUMBER OF PROVINCES WON BY MARCOS AND ROBREDO 2016 VP Elections Marcos 33 Robredo 41 2022 Presidential Elections Marcos 64 Robredo 15 hashtagHalalan2022,5/16/2022,POST
A week ago Mga sandali bago at habang ang gulo The war room refurbished Studio 7 for hashtagHalalan2022,5/16/2022,POST
Historical context For national elections in a country with an evergrowing population the point of comparison that endures is percentage The 2022 elections produced the thirdhighest first term mandates in our electoral history hashtagHalalan2022,5/16/2022,POST
After all the election bullshit and the lies plus the defamations against this fam VP Leni still hopes and dreams for a better PH Shes too precious for this world 🌸 💗 🌸 Sorry Mama Leni Majority pinoys dont deserve you 😥 hashtagVPLeni hashtagHalalan2022,5/16/2022,POST
Makalipas ang 1 linggo matapos ang hashtagHalalan2022 personal na hinarap na ni Manila Mayor Isko Moreno ang kaniyang mga constituent Mensahe niya iwaksi na ang awaypulitika ngayong tapos na ang halalan,5/16/2022,POST
hashtagHalalan2022 hashtagEleksyon2022 hashtagPHvote,5/16/2022,POST
Nilinaw ng PPCRV ang papel nito ngayong hashtagHalalan2022 lalo nat naging tampulan ito ng mga disinformation sa social media Hindi pa tapos ang manual audit ng election returns sa PPCRV maging ang random manual audit ng balota sa Comelec,5/16/2022,POST
Robredos have a very simple life says her supporters hashtagHalalan2022,5/16/2022,POST
The nominees of the P3PWD on record are Grace S Yaneza Ira Paulo Pozon Marianne Heidi Fullon Peter Jonas David and Lili Grace Tiangco Former Comelec commissioner Rowena Guanzon is not on the list hashtagHalalan2022,5/16/2022,POST
2 You can go out in the streets if you like but studyingeducation is the best privilege you can have 3 Fight disinformation hashtagHalalan2022 hashtagphdlife hashtagAcademia hashtagAcademicTwitter hashtagAcademic hashtagnotohistoricalrevisionism hashtagphilippineelections2022,5/16/2022,POST
TIGNAN Mga lugar kung saan nanalo si presumptive president at VP ngayong hashtagBBMIsMyPresident2022 hashtagUNiTeamBBMSARA hashtagLeniRobredo hashtagLeniKiko2022 hashtagAngatBuhayNGO hashtagAngatBuhayFoundation hashtagHalalan2022 hashtagEleksyon2022,5/16/2022,POST
About a week ago Charot hashtagHalalan2022 PS Starstruck pa rin ako kay Ms,5/16/2022,POST
Congratulations to our following KANP local candidates for being newlyelected Councilors of Legazpi City Albay 22 hashtagHalalan2022 hashtagKayaNatinPilipinas,5/16/2022,POST
Congratulations to our following KANP local candidates for being newlyelected Councilors of Legazpi City Albay 12 hashtagHalalan2022 hashtagKayaNatinPilipinas,5/16/2022,POST
HALALAN 2022 LA LIBERTAD ZAMBOANGA DEL NORTE MAYOR ELECTION RESULTS ABSCBN NEWS Partial Unofficial Results of the 2022 Elections contest00872040 hashtagHalalan2022 via,5/16/2022,POST
