Method,Tweet,Username,Dates
Manual,"If only for that, I have already done my part. I have made them care about the elections and why they should vote wisely and think for themselves, regardless of what their family and friends say. 2/2
#Halalan2022 #Eleksyon2022",@sqsumomo,5/9/2022
Manual,"its big and important day today for the Philippines, i wish for everyone to vote wisely and stay safe! Vote for the better days of the country 🇵🇭
#Halalan2022",@xum8nghao_o2,5/9/2022
Manual,"Replying to @balaklaot
+ ""does this candidate deserves to lead my country and to be the leader of our next generation?""
VOTE WISELY PILIPINAS! 🇵🇭
#ELEKSYON2022
#HALALAN2022
#PHVOTE",@balaklaot,5/9/2022
Manual,"Tigilan niyo ko malakas si BBM sa CALABARZON, mukhang marami sa rally kasi naman may mga hindi pa botante, at yung iba mga UniTeam supporters n nakikinood lang.
#Halalan2022",@AbyMochi24,5/9/2022
Manual,"Replying to @maloueudela
Go out and vote for the candidates that are corrupt-free and with good character, established competence, have concrete track records and accomplishments, and with unquestionable credentials.
Lagi’t-lagi, gawin ang tama #ParaSaBayan. 🇵🇭
#Ipana7oNa10ParaSaLahat #Halalan2022",@maloueudela,5/9/2022
Manual,"Good morning, everyone! Today is the day. Woke up early to vote early. #Ipana7oNa10ParaSaLahat #Halalan2022",@BIENsays,5/9/2022
Manual,"today is the day. let's go out and exercise our right to suffrage. my anxiety's skyrocketing so bad but we can only hope and pray for a clean and honest election. para sa bayan. para sa pilipino. ipanalo na natin to. 🌷
#Halalan2022 #Ipana70Na10ParaSaLahat",@whimsicalnoona,5/9/2022
Manual,"LOOK: Partido Lakas ng Masa presidential bet Leody de Guzman is now preparing for election day. The labor leader is set to cast his vote around 8 a.m. at Cainta Elementary School. | via @josiahvantonio
#Halalan2022",@ABSCBNNews,5/9/2022
Manual,"Ito ang araw ng halalan! It's the election day in the Philippines!
65M+ voters have the power to decide the nation's fate, for at least the next 6 years.
Embrace and exercise your rights, happy voting!
#Halalan2022 #Eleksyon2022",@iSinbe,5/9/2022
Manual,"“Voting is the expression of our commitment to ourselves, one another, this country, and this world.”
We can all agree the importance of voting. Good morning folks. Today is election day.🙌 Vote wisely!
@bongbongmarcos
| @indaysara
#Halalan2022 #BBMSaraUNITEAM",@alexander08_KDD,5/9/2022
Manual,Daming tao. I think everyone knows it's the fight of our lives. #Halalan2022 #Eleksyon2022,@laviecestmoi,5/9/2022
Manual,"GAGO BA KAYO?????? there is NO WAY na mas maraming tanga ang bumuboto para sa isang anak ng diktador NA WALANG GINAWA PARA SA BAYAN na HINDI BINIBIGAY SA KANIYA ANG PUWESTO. you chose HIM over a fucking COMPETENT LEADER.
pilipinas, wala pa ba tayong natuto? #Halalan2022",@svnyllln,5/9/2022
Manual,"patuloy pa ring titindig at lalaban, may pag-asa pa.
#Halalan2022 #KulayRosasAngBukas",@_kokojxm,5/9/2022
Manual,"oy nilabas na ng mga kakampink anf huling alas HAHAHAH
Hirap talaga ipagtanggol ni mama leni no?
#SwitchToLeni #LeniRobredoForPresident #Halalan2022 #",@wierdowtype,5/9/2022
Manual,"Praying for a peaceful, fair and honest elections.❤️💚
#Halalan2022",@Jv_1200,5/9/2022
Manual,"oy nilabas na ng mga kakampink anf huling alas HAHAHAH
Hirap talaga ipagtanggol ni mama leni no?
#SwitchToLeni #LeniRobredoForPresident #Halalan2022 #",@wierdowtype,5/9/2022
Manual,"Bagong Pilipinas!!!
Bagong Lipunan!!!
MARCOS! DUTERTE!
MARCOS! DUTERTE!
#Halalan2022",@carlo_timbal,5/9/2022
Manual,"Teka lang, tawang-tawa ako dito. #Halalan2022 #HalalanResults https://twitter.com/doktorjoserizal/status/1523672398687473666",@KabuhayanPH,5/9/2022
Manual,"Replying to @ANCALERTS
and @biancadava
Dasmariñas Village Clubhouse has 6 clustered precincts with a total of 4,032 registered voters.
10 voters per cluster are allowed to vote at a time. | via @biancadava
For more #Halalan2022 stories, visit http://news.abs-cbn.com/halalan2022",@ANCALERTS,5/9/2022
Manual,Ano ba yan mga mhie pwede nanaman tong makapagnakaw #Halalan2022,harrystoyls,5/9/2022
Manual,mga hindi makatulog sa sobrang kaba at excitement for Leni #Halalan2022,@slayingduchess,5/9/2022
Manual,"GOD HELP US DELIVER OURSELVES FROM EVIL
#Halalan2022 #PHVote #BilangPilipino2022 #WeDecide",@easy_jonathan,5/9/2022
Manual,"#Election2022PH As of May 10 2022 06:17 representing 95.30% of ER
#Eleksyon2022 #Halalan2022 #GoogleTrendsVsSurvey
#Philippines",@orapips,5/9/2022
Manual,"Done Casting My Vote, VI
OTE WISELY!!
#Halalan2022 #Eleksyon2022",@BhyunieversEXO,5/9/2022
Manual,"Check the Philippine Stock Exchange daily. Although holiday ngayon, tingnna natin mamaya starting May 10. #Halalan2022",@TweetsNiQuincy,5/9/2022
Manual,Election day let's go! #Halalan2022 #Eleksyon2022,@somerandommulti,5/9/2022
Manual,"Voted!
#Election2022PH",@dapacchicode,5/9/2022
Manual,"Replying to @HiLitesASHS
JUST IN: Senator Ping Lacson has finished voting. He is the first presidential candidate to do so. #Halalan2022",@HiLitesASHS,5/9/2022
Manual,"#Election2022PH Total Count from Singapore
#Eleksyon2022 #Halalan2022 #GoogleTrendsVsSurvey
#Philippines",@orapips,5/9/2022
Manual,Buhay na Buhay ang Philippine Government may Pag-asa pa. Samahan ng dasal at pagkakaisa. Lalo pa tayong magsikap sa buhay para sa ikakaunlad ng ating Pamilya sa tulong ng Gobyerno. #Election2022PH #Halalan2022 #Philippine #philippineselection2022,@LapuzRivera,5/9/2022
Manual,"#MarcosMagnanakaw pa rin, di manabago yan! #Election2022PH #Halalan2022 #Eleksyon2022 #LeniKiko2022",@altMEbro,5/9/2022
Manual,The first family that we never had 🤧💔 #TheRobredos #Halalan2022,@justgayyyyyyy,5/9/2022
Manual,"Naglabas na ng isang video ang kampo ni Ferdinand 'Bongbong' Marcos Jr. kaugnay ng malaking lamang nito sa presidential race.
https://tnt.abante.com.ph/kahit-tambak-na-kalaban-kailangan-pa-ring-magbantay-marcos-jr/
#TunayNaTabloidista #AbanteNews #BO2KO2
#AbantePilipinas
#Halalan2022
#Eleksyon2022
@bongbongmarcos",@AbanteNews,5/9/2022
Manual,"NAKATAKDANG UMUWI SA MALACAÑANG ANG NAG IISANG @lenirobredo
! Claiming it! 🙏💝
#Halalan2022 #LeniRobredoForPresident #KulayRosasAngPilipinas",@your_moon21,5/9/2022
Manual,"Lined up at the precinct at 7am and the VCM is not working. A replacement is on the way but no idea what time it will come. Options are to wait, come back later, or vote and leave ballot for processing by the chairman. Haler?!? @COMELEC
#Halalan2022",@trish888,5/9/2022
Manual,"Magandang umaga, Pilipinas! Documenting my #Halalan2022 experience in this thread. 🧵",@AdrielNisperos,5/9/2022
Manual,"Papunta palang tayo sa ________
#Halalan2022",@yo_ij2001,5/9/2022
Manual,"There should be no classes under a Marcos presidency.
Ang edukasyon ay dapat malaya at mapagpalaya—makatao at naglilingkod sa bayan.
It is time to advance a revolution that will fulfill a fully free society.
#Eleksyon2022 #Halalan2022
#PHVote #WeDecide",@AndreelRaagas,5/9/2022
Manual,"it’s already may 9. goodluck to all the voters out there and all i hope is that, you are voting with a clear heart and and clear mind. your vote can lead this country to new places or it’s greatest downfall. #Halalan2022",@lovviste,5/9/2022
Manual,"Sa Amerika, ilang Fil-Am voters mula sa East Coast ang gustong makasiguro na aabot at mabibilang ang kanilang mga balota. Kanya-kanya namang depensa ang mga Pinoy sa kani-kanilang pambato halalan.
Nagpapatrol, @dontagala
. #TFCNews #Halalan2022 PANOORIN: https://youtu.be/frWsWtXHsPU",@TFCNewsNow,5/9/2022
Manual,"Start a Kakampink foundation to continue what this beautiful community has started. We can’t change the government, but we can still continue improving people’s lives.
@lenirobredo
#Eleksiyon2022 #Halalan2022",@mockingjames15,5/9/2022
Manual,"Unlike previous election, i voted early in d morning. Today i will vote early afternoon. For a change. For new beginnings. For d future.
For d future is female!
For d future is #LeniKiko For d country’s future. For our children’s & their children’s future. #Halalan2022",@reallyrabbit,5/9/2022
Manual,I want Gibo as Senator. 🥹 #Eleksyon2022 #Halalan2022,@CocoOrquillas,5/9/2022
Manual,"Start a Kakampink foundation to continue what this beautiful community has started. We can’t change the government, but we can still continue improving people’s lives.
@lenirobredo
#Eleksiyon2022 #Halalan2022",@mockingjames15,5/9/2022
Manual,"clean election please 😭
#HALALAN2022 #Eleksyon2022 #VoteSAFEPilipinas #LeniKiko2022",@aeiou_gae,5/9/2022
Manual,"Manalo man o matalo, kakamPINK niyo pa rin ako @lenirobredo
@kikopangilinan
<3333
#Halalan2022",@kimjennicedebel,5/9/2022
Manual,Rest here if youve been doom scrolling about what's happening in Philippines right now. #Halalan2022,@studionice2011,5/9/2022
Manual,"Bakit ang daming cases na sira yung machine tapos yung volumteers na lang daw ang magpapasok? Wag kayong papayag please :((
#Eleksyon2022
#Halalan2022",@minariegooo,5/9/2022
Manual,"If she concedes, I’d understand. These 24M Filipinos wanting “change” DO NOT DESERVE a Leni Robredo. Let her live a peaceful life. I am fucking tired. #PhVote
#Halalan2022",@joel_gregorio,5/9/2022
Manual,"LOOK: Voters now being let in at the polling areas in Carangcang Elementary School in Magarao, Camarines Sur. There are only four polling clusters here, and staff expect to be able to keep the crowd under control as the election day progresses. | via @wenacos
#Halalan2022",@ABSCBNNews,5/9/2022
Manual,"Replying to @AdrielNisperos
Madali naman naming nakita ang cluster group namin. Mas maganda ang pagkakaorganisa kaysa noong nakaraang taon base sa aking karanasan. Hindi na nga lang nasusunod ang physical distancing habang nakapila.
#Halalan2022 #PHVote #WeDecide",@AdrielNisperos,5/9/2022
Manual,"Good morning! Vote wisely and bravely, Pilipinas! #Halalan2022",@arielrojasPH,5/9/2022
Manual,ano po ba yung country na pinakamadaling i-migrate? tanong ko lang po hehe #Halalan2022,@lucycottonmouth,5/9/2022
Manual,"Comelec: Faster Transmission due to better facilities.
#GenshinImpact analogy:
Xiangling's role is Physical DPS instead of SUB DPS, Ayaka's artifacts are Pale Flame instead of Blizzard Strayer
#Halalan2022",@TweetsNiQuincy,5/9/2022
Manual,"I'm done voting~ Exercise your right to vote 🗳 Most importantly, vote for the deserving candidates ✅ #Halalan2022 #Eleksyon2022",@ajadearhannah,5/9/2022
Manual,"Same scenario happens in DCBES MNHS (covering the Brgys. 1-6) in Nasugbu. VCMs are not functioning well, causing so much delay and long queue.
Be vigilant. Don't left your ballot. @COMELEC
#Halalan2022 #Eleksyon2022",@gonzalesxnelson,5/9/2022
Manual,"This is the day, go out and vote. Ipanalo natin ang Pilipinas. #Halalan2022",@kekennnn50,5/9/2022
Manual,"#SalamatBam dahil sayo nanalo ang BBM-SARA
#Halalan2022 #Eleksyon2022",@Hahadoukengina,5/9/2022
Manual,Magtiis tayong pumila and maghintay to vote. Bawal tamad today. #Eleksyon2022 #Halalan2022,@iam_loveee,5/9/2022
Manual,"Arianators For Leni 🌸🫶🏻
Vote Wisely Pilipinas! Vote the right and deserving leader for our country! #Halalan2022 #Eleksyon2022 #PhilippineElections2022 #PhilippinesElection",@arianators_phi,5/9/2022
Manual,"Replying to @robert1001smith
Kung ang pmumuhay ng mga Pilipino naging delubyo sa ilalim ni Duterte (EJKs) dumagdag pa yung pandemya w/ +60k deaths (highest among SE Asia) & millions are still jobless becs of global recession tapos hinayaan nyo pa ang mga Marcoses mkabalek sa kpangyarihan?
#Halalan2022",@robert1001smith,5/9/2022
Manual,"Go out and Vote for the Philippines.
#Eleksyon2022 #Halalan2022",@pinkflamingoose,5/9/2022
Manual,"Kontra Daya calls on the COMELEC to extend voting hours for Election Day past the stated 7:00 P.M. closing time today, May 9.
#KontraDaya
#VoteReportPH
#Eleksyon2022
#Halalan2022",@kontradaya,5/9/2022
Manual,Kaba is real. This is it. Ipanalo na natin ito. #Election2022PH,@mkjanedejesus,5/9/2022
Manual,"Replying to @tinigngplaridel
Marivic, 32, brings her child with her to the polls. ""Wala kasing magbabantay. Ngayon lang ulit ako boboto after 2003.""
After waiting for nearly 35 minutes to vote and receiving conflicting instruction from watchers, she leaves the queue to go to work.
#Halalan2022
#BumotoKa",@tinigngplaridel,5/9/2022
Manual,"LOOK: Here's the latest PPCRV unofficial electronically transmitted results, as of 2:32 a.m. this Tuesday, May 10. | via @wddeguzman
#Halalan2022
Visit http://halalanresults.abs-cbn.com
for partial and unofficial tally. #HalalanResults",@ABSCBNNews,5/9/2022
Manual,"Long live all the mountains we moved
I had the time of my life fighting dragons with you
I was screaming long live that look on your face
And bring on all the pretenders
One day, we will be remembered
#Halalan2022",@iamkimmmm,5/9/2022
Manual,"Fulfilled my end of the bargain, now we wait in prayer. Amen. 🙏🇵🇭🌷🎀 💗💚#Halalan2022 #Eleksyon2022 #LeniKiko2022 #LetLeniLead #LeniRobredoForPresident #KikoIsOurVP",@jqs_setsu,5/9/2022
Manual,"Touchdown Naga City. I’ll cover Vice President Leni Robredo as she casts her vote tomorrow as a special correspondent for @ANCALERTS
The ABS-CBN News Channel #Halalan2022 marathon coverage. Follow our coverage starting 5 am. Vote wisely 🗳",@anthesguerra,5/9/2022
Manual,i think i've seen this film before.. and i didnt like the ending #Halalan2022 #HalalanResults,@thetballesteros,5/9/2022
Manual,"Naniniwala akong mananaig ang kabutihan 🤞🏼💗💚
#Halalan2022",@justinealbrt,5/9/2022
Manual,"Bumoto. Make your vote counts! Vote wisely! Let your will be done Lord! God bless the Philippines! 🙏🏻🇵🇭
05092022
#Halalan2022",@assec07,5/9/2022
Manual,"Praying for a good results for today's election. Nakasalalay ang kinabukasan natin dito. Practice your rights and vote wisely, Pilipinas. #Halalan2022 #Eleksyon2022",@bongsoonai,5/9/2022
Manual,"Senior citizen & PWD Edgardo Pascual says he does not mind being transported via tricycle and then carried by his sons using a wheelchair, so as long as he is able to exercise his right to vote
Pascual: Kung 'di ko na kayang bumoto, 'di na ako boboto. E, kaya ko pa. #Halalan2022",@ABSCBNNews,5/9/2022
Manual,Pabagsak na... papunta pa lang tayo sa exhausting part #Halalan2022,@IWasRooting4,5/9/2022
Manual,In line now to vote for a very bright future!! 🌸💕 #Halalan2022 #Election2022PH,@gonzalezcecil,5/9/2022
Manual,"Presidential candidate @bongbongmarcos
casts his vote for the 2022 national elections here at Mariano Marcos Elementary School in Batac, Ilocos Norte @TheManilaTimes
#Eleksyon2022 #Halalan2022 #2022elections #phvote",@tmtcathyvalente,5/9/2022
Manual,Tangina ano to #Halalan2022,@danecaangay,5/9/2022
Manual,"Yasin Family from Riyadh, Saudi Arabia 🇸🇦 represent! #Halalan2022",@AlimMYasin,5/9/2022
Manual,"Puytanaaaaa! Eto na ang problema. Inaantok na ako…🥱😴💤
Safe naba matulog?🥴
#Halalan2022",@Jjcruz3,5/9/2022
Manual,"@mariaressa
#Halalan2022 #Eleksyon2022 https://twitter.com/iris4long4/status/1523450782284013568",@OutlanderBabe,5/9/2022
Manual,Alam mo yung mas mabilis pa usad ng regular voters sa mga senior! #Halalan2022,@wcpetjr,5/9/2022
Manual,"Assignment done. Go out and vote wisely! Also, I just want to proudly share that my whole family is all for Tropang Angat. 🌷 #Halalan2022 #Eleksyon2022 #Ipana7oNa10ParaSaLahat",@lowkeyshippo,5/9/2022
Manual,"Yung hospital sa likod, lowkey lg... resibo ni Isko 😬💙
#KayIskoPosible #SwitchToIsko #BaGuCaSi #President3Isko #Eleksyon2022 #Halalan2022
Quote
A",@mxcachu,5/9/2022
Manual,gusto ko umabsent at magbantay ng boto the whole night. I'm anxious #HALALAN2022,@s00hyebeens,5/9/2022
Manual,"Mga senators na talagang may sense di man lg nakapasok sa top 12 😌
#President3Isko #Eleksyon2022 #Halalan2022",@mxcachu,5/9/2022
Manual,The gateway to the east. We will see if Cainta's vote would be influenced by the neighboring cities in NCR such as Marikina and Pasig and Rizal province as a whole. #Halalan2022,@DeusXMachina14,5/9/2022
Manual,"Lord, touch the hearts of every Filipino before they cast their votes to choose Leaders that we deserve - a competent, transparent, intelligent, God-fearing and a true Public servant. For a better Philippines. Vote wisely!
Mabuhay ang Pilipinas 🇵🇭
#Halalan2022",@joshwa_wa,5/9/2022
Manual,"Replying to @ABSCBNNews
Bohol congressman retires incumbent Governor Art Yap #Halalan2022",@ABSCBNNews,5/9/2022
Manual,"Mixed emotions ‘no? Di ko alam kung kakain na ba ako, manonood ng news, matutulog nang maaga o magmamasid at magbabantay. At the end of the day, proud ako na nakaboto ako, hindi perfect ang pangyayari pero gusto ko isigaw na “Pinoy ako!” Parte ako ng kasaysayan. #Halalan2022",@KabuhayanPH,5/9/2022
Manual,"Replying to @vincemart9968
credit to sir @marortoll
. #Halalan2022",@AlimMYasin,5/9/2022
Manual,"53.50% Election Returns as of May 9, 2022 8:32pm.
#eleksyon2022
#Halalan2022
#PilipinasKongMahal",@Mahalia_GD,5/9/2022
Manual,"Most voters refused to vote without a working VCM while some have opted to do so, leaving their ballots in a box. | via @mikenavallo
#Halalan2022",@ABSCBNNews,5/9/2022
Manual,"#Election2022PH Went to the prescint, but the lines was so looooonnnnggg, nsa commonwealth na at 6am huhu. Location: Villa Beatriz Old Balara",@itsmemthezz,5/9/2022
Manual,"please vote wisely filipinos 🙏🇵🇭
#Halalan2022",@yearbts,5/9/2022
Manual,"Done PHILIPPINES🇵🇭🇵🇭
vote wisely 👍👍
🌸🌸🌸
#PhilippineElections2022 #Philippines #VoteWisely2022 #MyVoteIsForLeniKiko 🎀 #Halalan2022 #Eleksyon2022",@umayam155,5/9/2022
Manual,"Queue spilled over the road as early as 6AM. Actual casting cannot catch up and the confusion at triaging worsened the situation. Tiis lang para sa bayan!
#Halalan2022
#LeniKiko2022 #Ipana7oNa10ParaSaLahat",@Archi_Bobb,5/9/2022
Manual,"toe 🔗 GOT7 EP out now! 🌷
@svnyllln
·
May 10, 2022
Replying to @svnyllln
i am so disappointed, so angry, and so disgusted.
iskolar ako ng bayan at palaging sinasabi sa amin na kami at ang kabataan ang kinabukasan ng pilipinas, pero paano namin mababago ang kinabukasan kung hindi rin kami pinapakinggan? #Halalan2022",@svnyllln,5/9/2022
Manual,D-DAY. #Election2022PH,@kimbamheo,5/9/2022
Manual,"Lord, we’ve done our part. Kayo naman po ngayon ang gumalaw ng baso. 🌷🇵🇭#Halalan2022",@danecaangay,5/9/2022
Manual,"Finished voting!
Hoping that this election is clean and our leaders to be elected will lead us to a brighter future!
Pilipinas iangat natin!
#Halalan2022",@jhzevok,5/9/2022
Manual,"Voted for you, Pilipinas! 🇵🇭💗
#Eleksyon2022",@heyyyilikeyou,5/9/2022
Manual,Bagong PILIPINAS! #BBM #Halalan2022,@louisensations_,5/9/2022
Manual,"Tigilan nyo si Robin! Kaya kayong itumba nyan sa debate kahit +1 kapa sa haba ng ipen!🥴
Muslim brothers mag ingay! Is this our first time na may senador at nirerepresent nya ang mga muslim? #Halalan2022",@Jjcruz8,5/9/2022
Manual,"45 minutes into waiting my turn to cast my #Halalan2022 vote, a reflection: voting lines in clustered precincts are sites for rekindling communities, neighbors separated by gatedness talk again after 3 years",@MahikaRealismo,5/9/2022
Manual,"Vote Wisely Pilipinas!🇵🇭
#Halalan2022",@sguidicelliii,5/9/2022
Manual,This is the FIRST time that I became politically active tapos ito ang mapapala ko? Those votes are NOT from the Filipino people! #Halalan2022 #leni,@anonymityyyy_,5/9/2022
Manual,Yung BBM-SARA ka pero ayaw mong bumalik sa Pilipinas at yung pinagsisigawan mong BAGONG PILIPINAS pero nag-apply ka as immigrant sa ibang bansa. #truthbetold #Halalan2022,@therealykkam,5/9/2022
Manual,"Replying to @tinigngplaridel
#Halalan2022 Vice presidential candidate Sen. Francis Pangilinan wears maroon at the UP versus Ateneo finals match at the Mall of Asia Arena today.
📸: Ivy Ferrer
#UAAPSeason84
#UPFight
#AtinTo",@tinigngplaridel,5/9/2022
Manual,"Election anxiety is real! PLEASE VOTE WISELY the future is in our hands...in a few hours we are about to build a new goverment. PILIPINAS pipiliin ka sa araw-araw! 🙏🇵🇭🌸💗
#PhilippineElections2022
#Halalan2022",@123Jomyk,5/9/2022
Manual,"proud of my whole fam, all voted for Leni-Kiko tandem 😫🌸
#Eleksyon2022 #Halalan2022 #LeniRobredoForPresident #VoteSafePilipinas",@aeiou_gae,5/9/2022
Manual,"EDSA daw oi hahaha.
Sure, go. Kayo kayo lang din naman yan haha.
#Halalan2022 #Eleksyon2022",@Hahadoukengina,5/9/2022
Manual,"Yung soooobrang dami mong pakulo, pero ang ending, mas malaki pa yung lamang kesa sa boto na natanggap mo hahaha.
Hadouken, Korean Heart, Karate, Korona, Jeep, Tumakbo as Independent, etc.
#Elections2022 #Halalan2022",@Hahadoukengina,5/9/2022
Manual,"Replying to @_katrinadomingo
Pasig City Mayor Vico Sotto - who is running for re-election - has cast his ballot for #Halalan2022",@_katrinadomingo,5/9/2022
Manual,ang craving naten for today ay good governance! vote wisely wheheheh #Halalan2022,@_B3ATRlX,5/9/2022
Manual,"praying for the safety of all my fellow filipino armys who have to go through this, you’re in my thoughts 💜💜 #Halalan2022 #Election2022",@gtaekookie,5/9/2022
Manual,"I’m done voting, pls vote wisely! #Halalan2022 #LeniKiko2022",@minaminamyoui_,5/9/2022
Manual,Ramon Guico III leads Pogi Espino in Pangasinan gubernatorial race #Halalan2022,@ABSCBNNews,5/9/2022
Manual,"Election Day today
Go out and vote. Make your voice be heard. #Halalan2022",@DNFAlerts,5/9/2022
Manual,Let’s go Leni-Kiko!!! Ipanalo na natin to!!! 🌸 Praying for the best!!! 💕 #Eleksyon2022,@xurtchill_,5/9/2022
Manual,"Paayaw-ayaw pa itong si @COMELEC
maglapag kagabi eh… Sabay buhos ng bulto-bultong boto. Buang din eh!😅😝
#Halalan2022",@Jjcruz14,5/9/2022
Manual,"Replying to @felisamay
Thank youuuu! Proud of you gurl! #Election2022PH #Halalan2022 #switchtolenikiko #LeniRobredoForPresident",@your_moon21,5/9/2022
Manual,"Praying for a peaceful, successful and truthful election.
Pilipinas may you be in good hands.
#Eleksyon2022 #PHVote",@itsmekarlo29,5/9/2022
Manual,"galit ako sa mga bbm supporter, wala kong pakialam kung uninformed kayo tangina nyo daming babagsak at mamatay sa bansang to!
#Halalan2022 #Eleksyon2022",@aeiou_gae,5/9/2022
Manual,"Lord, nasa huli ang mga bet kong sentaors. I'm still hoping that the 97% has voted the right people, esp sa pres & vp candidates.
#Halalan2022",@shardadieee,5/9/2022
Manual,"I voted for @carmenzubiaga
. And proud of it. #Eleksyon2022 #Halalan2022",@CocoOrquillas,5/9/2022
Manual,"Election Day today
Go out and vote. Make your voice be heard. #Halalan2022",@DNFAlerts,5/9/2022
Manual,"Gising na Pilipinas! Today is Election day. A reminder to vote wisely because our future depends on it!
LANDSLIDE FOR LENI🌷💗
#Eleksyon2022 #Halalan2022",@lsjaune,5/9/2022
Manual,"Tigilan nyo si Robin! Kaya kayong itumba nyan sa debate kahit +1 kapa sa haba ng ipen!🥴
Muslim brothers mag ingay! Is this our first time na may senador at nirerepresent nya ang mga muslim? #Halalan2022",@Jjcruz8,5/9/2022
Manual,"naiiyak ako. ang daming kandidatong nasayang.
#Halalan2022",@radthegreat_,5/9/2022
Manual,Protectyour ballots #Halalan2022,harrystoyls,5/9/2022
Manual,"TODAY IS THE DAY! GO OUT AND VOTE! For election-related problems, submit a report through our hotlines below or through this link: https://tinyurl.com/KontraDayaCVT
#Halalan2022
#CaviteKontraDaya
#KontraDaya2022 #PHVoteReport",@KKKabitenyo,5/9/2022
Manual,"Your one vote can make a difference. Make it count, vote wisely!
#Eleksyon2022 #LeniRobredoForPresident",@itstevenlim,5/9/2022
Manual,"@COMELEC
Machine failures. Not one but hundreds of VCMs and SD Cards. Look how unprepared and disappointing you all are. Nakakadismaya. Nagkakadayaan. May mga namatay na. #HalalanPH #HALALAN2022",@jhngbrlblmb,5/9/2022
Manual,The world is watching us #Halalan2022 #Eleksyon2022,@BzLayZ,5/9/2022
Manual,"today, i exercise my right to vote; and tomorrow, the filipino people finds out who gets to be the next President of the Philippines.
the whole world is watching us, as this is a make or break moment. vote wisely!
#Halalan2022",@leafietheflower,5/9/2022
Manual,"Someone from our polling precinct complained because her vote for President was ""not printed"" on the receipt.
Election Board inside the precinct recorded the incident in the Minutes. #Eleksyon2022 #Halalan2022",@renztamayo,5/9/2022
Manual,"i think this is the first president ""win"" to have votes more than the first place senate seat. it's kinda 🐟
see 2016 election prrd's 15.9m win is around same number of voters for the 5th place in senate seat, @kikopangilinan
of 15.5m
#HalalanResults #Eleksyon2022 #Halalan2022",@nefelibatAtaxic,5/9/2022
Manual,"Today, we are all given a once in a generation choice, to choose between the Good & the Bad. Go out and vote, go out and always choose to be Good. 💕🌸 #Halalan2022",@itsme_Bu,5/9/2022
Manual,"Replying to @_katrinadomingo
NOW: Despite huge margin vs opponents, Pasig Mayor @VicoSotto
& his #Halalan2022 slate have yet to be proclaimed as local Comelec officials insist on waiting for 100% transmission of election returns before announcing winners.",@_katrinadomingo,5/9/2022
Manual,"Presidential candidate @bongbongmarcos
arrives here at Mariano Marcos Elementary School in Batac, Ilocos Norte to cast his vote for the 2022 national elections @TheManilaTimes
#Eleksyon2022 #Halalan2022 #2022elections #phvote",@tmtcathyvalente,5/9/2022
Manual,Para sa bayan :) #Halalan2022,@rojan88,5/9/2022
Manual,"para sa kinabukasan.
first time voter and I know I made the right decision 🥹💕 #PHVote #Eleksyon2022",@chaseorozco_,5/9/2022
Manual,Leni Quotable Quote applied. 😂😂😂 shout out Kim Chu! 😂 #Halalan2022 #UniTeamBBMSARA #BBM #Sara,@BagongLipunan72,5/9/2022
Manual,"Ipanalo natin to! 🌸
#Halalan2022",@yna_suson,5/9/2022
Manual,"Same scenario happens in DCBES MNHS (covering the Brgys. 1-6) in Nasugbu. VCMs are not functioning well, causing so much delay and long queue.
Be vigilant. Don't left your ballot. @COMELEC
#Halalan2022 #Eleksyon2022",@gonzalesxnelson,5/9/2022
Manual,"BBM supporters in the academe should expect less from us because they're openly supporting an underqualified candidate.
#Eleksyon2022 #Halalan2022",@AndreelRaagas,5/9/2022
Manual,"Di na kayo nakontento sa budots ni Bong Revilla, dinagdagan niyo pa ng Wonderful Tonight ni Robin.
Makatulog ka sana. #Election2022PH #Halalan2022",@FritziFries,5/9/2022
Manual,"today is the day, let's just hope for a fair and clean election. this is a reminder for everyone to please VOTE WISELY. your vote can make a great impact, our future is entirely in our hands. lagi't lagi para sa bayan 🇵🇭
""the vote is yours but the future is ours"" #Halalan2022",@eurychives,5/9/2022
Manual,HEELLPPP #Halalan2022,@rlojhan20,5/9/2022
Manual,"Replying to @simplyandrew
Giving out flyers are like campaigning! @COMELEC
#Halalan2022",@simplyandrew,5/9/2022
Manual,"Casting you votes today is important. But giving it to the most deserving is way way way more important!
Please, vote wisely. 🇵🇭
#Halalan2022 #Eleksyon2022 #LeniRobredoForPresident",@agrc00,5/9/2022
Manual,"The only way BBM can accomplish unity is if he casts ""Infinite Tsukuyomi"" on every Filipino ala Uchiha Madara. But tayo yung Team 7 with Susanoo, unaffected with the spell. #Halalan2022",@TweetsNiQuincy,5/9/2022
Manual,"LOOK: Partial and unofficial tally of votes for the presidential and vice presidential race as of 5:47 a.m., and from 95.03 % of election returns. #Halalan2022
Visit http://halalanresults.abs-cbn.com
for the partial and unofficial tally. #HalalanResults",@ANCALERTS,5/9/2022
Manual,"About 12 hours since polling precincts closed, Pasig is still waiting for election returns to be transmitted from Brgy. Kalawaan, the lone village that has yet to send its votes before Mayor Vico Sotto, allies are formally proclaimed as winners of #Halalan2022. | @_katrinadomingo",@ABSCBNNews,5/9/2022
Manual,Go out and vote for a better government! Your future depends on it! #Halalan2022,@prinzmagtulis,5/9/2022
